sale_id,date_id,customer_id,product_id,store_id,employee_id,promotion_id,quantity,sales_amount,cost,discount,profit,payment_method,delivery_days,returned,review_rating
1839,700,163,76,6,46,4,3,4968.0,3376.55,552.0,1591.45,Card,0,1,1
1840,874,396,65,9,81,13,4,5266.8,4082.28,585.2,1184.52,Cash,8,0,1
1841,54,1640,251,1,90,16,4,2831.0,2004.81,149.0,826.19,Cash,6,0,3
1842,991,341,115,5,90,14,3,4674.6,2942.88,2003.4,1731.72,Online,6,0,5
1843,792,451,27,8,12,17,5,10297.5,6408.15,3432.5,3889.35,Cash,5,0,1
1844,571,811,1,1,122,1,5,3135.0,1941.13,0.0,1193.87,Cash,3,0,4
1845,893,461,5,7,38,18,2,5548.0,3871.53,292.0,1676.47,Cash,2,1,4
1846,972,684,129,9,111,15,4,1143.8,816.32,60.2,327.48,Online,3,0,2
1847,883,1522,126,2,139,13,2,4872.6,2975.31,541.4,1897.29,Cash,3,1,3
1848,915,1846,192,9,91,8,3,1976.25,1274.9,348.75,701.35,Online,10,0,5
1849,565,1587,270,2,40,15,5,5481.5,3444.06,288.5,2037.44,UPI,4,0,1
1850,1032,948,126,11,53,7,3,5684.7,3134.48,2436.3,2550.22,Online,8,0,1
1851,558,1480,184,10,125,2,4,144.0,113.51,48.0,30.49,UPI,9,1,5
1852,572,1781,240,4,118,18,4,9621.6,5943.33,506.4,3678.27,Online,1,1,5
1853,838,1562,134,9,111,13,4,5698.8,3793.89,633.2,1904.91,Online,0,0,2
1854,55,143,61,1,95,19,1,2623.9,1551.89,138.1,1072.01,Card,9,0,2
1855,346,375,270,7,101,8,5,4904.5,3451.29,865.5,1453.21,Online,5,0,3
1856,259,616,240,11,27,6,3,5317.2,3194.85,2278.8,2122.35,Cash,6,0,1
1857,545,1893,132,10,127,17,4,5094.0,2838.8,1698.0,2255.2,UPI,7,1,1
1858,881,1649,268,5,117,7,5,3780.0,2397.16,1620.0,1382.84,Online,5,0,3
1859,631,1331,235,7,20,1,2,4160.0,2692.04,0.0,1467.96,Cash,1,0,4
1860,884,1201,30,8,91,4,2,3196.8,2439.27,355.2,757.53,UPI,3,0,3
1861,66,544,170,3,119,12,1,516.8,355.14,91.2,161.66,Cash,10,0,3
1862,517,1508,2,7,40,19,4,8702.0,6552.4,458.0,2149.6,UPI,2,1,1
1863,697,495,61,6,144,11,3,6628.8,4070.25,1657.2,2558.55,Card,2,0,3
1864,672,1684,230,8,33,13,5,4972.5,2803.88,552.5,2168.62,Card,0,0,4
1865,656,651,228,2,32,4,3,3796.2,2136.31,421.8,1659.89,Card,5,1,2
1866,495,1416,77,5,129,5,3,3561.3,2817.78,395.7,743.52,Cash,5,0,2
1867,889,1384,136,2,37,17,3,4839.75,3380.65,1613.25,1459.1,Card,9,0,4
1868,1049,883,62,10,150,5,3,4060.8,2602.57,451.2,1458.23,Card,9,0,3
1869,967,1549,146,5,22,18,1,1486.75,905.4,78.25,581.35,Card,1,0,3
1870,695,377,69,3,59,12,2,2878.1,1834.69,507.9,1043.41,Online,1,0,2
1871,935,341,61,2,81,16,4,10495.6,7332.39,552.4,3163.21,UPI,4,0,3
1872,577,940,21,5,56,5,2,734.4,495.4,81.6,239.0,Cash,6,0,4
1873,308,1449,170,6,37,16,4,2310.4,1307.49,121.6,1002.91,UPI,5,0,2
1874,664,913,127,5,140,13,5,801.0,535.97,89.0,265.03,Cash,1,0,5
1875,961,98,59,6,2,13,5,648.0,442.59,72.0,205.41,Cash,8,1,3
1876,760,1457,172,9,12,11,1,1908.0,1488.35,477.0,419.65,UPI,8,0,1
1877,154,1608,141,7,124,16,5,11162.5,6356.03,587.5,4806.47,UPI,2,0,4
1878,271,1038,46,8,116,12,3,7537.8,4548.41,1330.2,2989.39,UPI,9,1,3
1879,726,248,250,7,74,20,3,4454.55,3114.83,234.45,1339.72,Card,6,0,1
1880,560,1630,8,9,130,9,1,979.45,626.5,51.55,352.95,Online,1,0,4
1881,325,1731,44,3,15,15,3,3348.75,2468.99,176.25,879.76,Online,10,0,3
1882,445,119,145,7,145,1,2,5206.0,3788.69,0.0,1417.31,Cash,3,0,3
1883,738,1588,143,3,79,3,2,2728.0,2077.05,682.0,650.95,UPI,1,1,4
1884,717,524,67,5,116,9,2,5669.6,3753.65,298.4,1915.95,Cash,6,1,1
1885,28,1707,62,6,97,9,1,1428.8,992.21,75.2,436.59,Cash,2,0,1
1886,110,1647,181,3,40,1,1,2064.0,1377.17,0.0,686.83,Card,2,1,4
1887,421,1028,56,7,49,16,5,2470.0,1681.03,130.0,788.97,Cash,5,1,3
1888,1040,323,261,8,116,19,3,5910.9,3648.69,311.1,2262.21,Cash,9,0,5
1889,48,1293,28,6,68,12,1,1059.95,703.88,187.05,356.07,Online,1,1,5
1890,1005,1198,46,9,110,3,2,4729.6,2806.21,1182.4,1923.39,Cash,9,0,2
1891,711,883,90,4,57,15,5,5467.25,3136.02,287.75,2331.23,Card,10,1,4
1892,296,987,173,8,131,18,4,6205.4,3796.18,326.6,2409.22,UPI,4,0,2
1893,701,875,269,10,46,1,2,1564.0,880.43,0.0,683.57,Cash,8,0,2
1894,686,1076,266,3,138,4,3,6312.6,3758.99,701.4,2553.61,Online,6,0,2
1895,1051,1071,148,9,84,2,5,4620.0,2754.35,1540.0,1865.65,Card,7,0,5
1896,170,1946,156,10,14,19,3,8310.6,5575.55,437.4,2735.05,Card,1,0,4
1897,48,829,51,8,140,19,1,833.15,548.67,43.85,284.48,Cash,2,0,3
1898,1082,1770,31,8,145,18,4,9720.4,6357.09,511.6,3363.31,Card,2,0,3
1899,259,1033,118,6,97,13,2,532.8,356.26,59.2,176.54,Card,10,0,2
1900,784,107,120,3,133,15,4,6798.2,5405.41,357.8,1392.79,UPI,4,0,3
1901,984,248,220,2,14,4,3,7333.2,4663.37,814.8,2669.83,Online,4,0,1
1902,279,626,107,1,149,12,1,1404.2,1001.35,247.8,402.85,Card,8,1,1
1903,968,235,212,4,18,18,3,7427.1,4102.0,390.9,3325.1,UPI,5,0,2
1904,120,981,170,10,65,14,3,1276.8,798.44,547.2,478.36,UPI,7,1,3
1905,646,1900,205,6,141,4,2,1017.0,561.73,113.0,455.27,Card,4,0,3
1906,174,1500,209,6,12,12,5,361.25,216.25,63.75,145.0,Online,8,1,1
1907,332,1822,251,4,52,19,3,2123.25,1354.8,111.75,768.45,Card,10,0,2
1908,260,844,209,2,61,11,3,204.0,124.61,51.0,79.39,Online,2,0,5
1909,572,365,177,7,144,4,2,3645.0,2369.0,405.0,1276.0,UPI,4,1,3
1910,619,1286,119,2,84,19,1,1192.25,718.65,62.75,473.6,Online,1,0,2
1911,665,971,230,1,145,7,5,3867.5,2291.79,1657.5,1575.71,UPI,0,1,1
1912,536,439,12,6,13,19,3,2020.65,1562.59,106.35,458.06,Cash,3,0,5
1913,78,1854,247,6,17,18,4,6384.0,4185.8,336.0,2198.2,UPI,9,0,5
1914,598,1750,193,9,117,7,2,1552.6,1040.05,665.4,512.55,Cash,6,0,3
1915,100,656,24,7,5,14,1,301.0,173.03,129.0,127.97,Online,2,0,3
1916,594,1637,263,3,53,18,5,14079.0,10071.02,741.0,4007.98,Cash,1,0,1
1917,439,573,84,9,109,5,5,9931.5,6227.21,1103.5,3704.29,Cash,5,0,2
1918,428,1243,158,10,77,9,5,7172.5,5173.49,377.5,1999.01,UPI,10,0,2
1919,89,1110,172,1,34,2,5,8943.75,6908.66,2981.25,2035.09,Online,1,0,1
1920,564,1934,93,7,31,10,4,309.0,231.38,103.0,77.62,Online,6,0,2
1921,941,1540,29,2,133,19,1,1614.05,905.01,84.95,709.04,Online,4,0,5
1922,939,282,153,8,16,2,1,168.75,101.26,56.25,67.49,UPI,3,1,5
1923,824,1560,37,9,118,11,3,2877.6,1800.89,719.4,1076.71,Cash,1,1,3
1924,113,1901,223,1,128,9,5,12872.5,7639.88,677.5,5232.62,Card,9,0,3
1925,299,51,188,6,64,2,4,6039.0,4661.34,2013.0,1377.66,Online,6,0,3
1926,311,509,125,5,52,13,1,712.8,532.7,79.2,180.1,Card,0,0,4
1927,511,891,196,11,116,7,1,819.7,455.84,351.3,363.86,UPI,7,0,4
1928,639,1288,113,10,44,10,3,1692.0,1045.16,564.0,646.84,UPI,5,0,3
1929,138,1433,169,2,135,16,2,3114.1,2218.14,163.9,895.96,UPI,1,0,1
1930,544,3,192,1,86,20,4,2945.0,1904.6,155.0,1040.4,UPI,7,0,1
1931,1071,804,108,2,133,5,4,10267.2,8121.76,1140.8,2145.44,UPI,1,0,4
1932,1018,825,27,2,68,20,4,10434.8,6724.96,549.2,3709.84,Card,6,0,1
1933,152,111,95,3,106,9,5,1211.25,939.64,63.75,271.61,Cash,5,1,2
1934,221,415,160,1,79,16,5,8930.0,6451.86,470.0,2478.14,Online,8,1,2
1935,549,944,242,8,94,10,4,6228.0,4725.12,2076.0,1502.88,Online,0,0,2
1936,1038,465,51,1,97,10,4,2631.0,1776.96,877.0,854.04,Cash,0,0,2
1937,783,686,175,7,77,3,2,86.4,66.51,21.6,19.89,UPI,0,0,4
1938,982,466,150,10,72,14,3,5728.8,3498.24,2455.2,2230.56,Cash,8,0,4
1939,881,1551,24,4,97,7,4,1204.0,792.2,516.0,411.8,Card,9,0,3
1940,649,1669,26,9,89,13,3,4152.6,2298.04,461.4,1854.56,UPI,2,1,5
1941,985,82,233,2,35,18,5,1624.5,1036.1,85.5,588.4,Online,3,0,2
1942,841,1923,162,4,104,16,3,6848.55,5110.33,360.45,1738.22,Card,0,0,4
1943,216,1465,56,1,19,19,1,494.0,286.71,26.0,207.29,Online,1,0,3
1944,954,115,196,7,148,2,3,2634.75,1530.01,878.25,1104.74,Online,5,1,5
1945,648,825,161,11,8,14,2,3082.8,1977.76,1321.2,1105.04,UPI,2,1,5
1946,182,1774,78,1,44,13,3,3161.7,1989.28,351.3,1172.42,UPI,6,0,5
1947,800,512,245,3,126,9,1,2087.15,1564.91,109.85,522.24,UPI,9,1,4
1948,958,515,213,4,41,2,3,5121.0,3945.47,1707.0,1175.53,Card,9,0,4
1949,508,703,199,9,71,12,5,2953.75,1903.54,521.25,1050.21,UPI,4,0,4
1950,346,284,146,3,34,9,2,2973.5,1896.09,156.5,1077.41,Cash,4,0,5
1951,290,1458,156,11,79,4,1,2624.4,1814.81,291.6,809.59,UPI,5,0,2
1952,363,470,138,3,113,12,5,7497.0,4285.07,1323.0,3211.93,Card,1,1,1
1953,15,297,110,11,52,10,3,1296.0,770.06,432.0,525.94,Card,9,1,4
1954,523,1630,264,4,60,16,2,2724.6,2062.86,143.4,661.74,Cash,4,1,2
1955,659,1984,202,11,115,9,1,497.8,384.51,26.2,113.29,Card,0,0,2
1956,820,1427,229,8,134,14,1,1281.7,1016.31,549.3,265.39,Online,0,0,3
1957,1062,1252,224,11,69,9,4,4461.2,3488.12,234.8,973.08,UPI,2,0,3
1958,967,1950,43,7,102,11,5,5100.0,3731.57,1275.0,1368.43,Cash,4,0,2
1959,262,215,163,11,65,16,5,14069.5,10154.94,740.5,3914.56,Card,7,1,5
1960,1022,1279,198,10,7,1,1,233.0,156.19,0.0,76.81,Cash,3,0,4
1961,234,442,162,1,113,2,3,5406.75,3514.47,1802.25,1892.28,Cash,7,0,1
1962,466,435,197,11,45,14,3,4775.4,3553.04,2046.6,1222.36,Card,1,1,4
1963,580,389,248,7,13,14,3,4626.3,2763.2,1982.7,1863.1,Cash,4,0,3
1964,986,655,44,7,75,4,3,3172.5,2092.8,352.5,1079.7,UPI,5,0,1
1965,910,1815,99,2,79,5,5,4482.0,3243.71,498.0,1238.29,Card,1,0,5
1966,147,1882,228,1,127,6,3,2952.6,1774.85,1265.4,1177.75,Online,2,0,5
1967,765,1701,47,10,78,10,1,938.25,681.1,312.75,257.15,Cash,9,0,4
1968,365,216,244,11,40,16,1,1007.0,669.24,53.0,337.76,Card,1,0,4
1969,999,568,257,5,123,10,5,10421.25,7781.59,3473.75,2639.66,Card,4,0,1
1970,678,1530,141,2,91,19,3,6697.5,4447.27,352.5,2250.23,UPI,6,1,3
1971,837,452,139,5,123,18,5,7191.5,5647.68,378.5,1543.82,UPI,5,1,2
1972,626,1734,129,11,10,19,5,1429.75,953.8,75.25,475.95,Card,10,0,1
1973,1072,1182,32,6,72,12,3,7134.9,4789.11,1259.1,2345.79,Online,2,0,5
1974,501,456,77,7,47,4,2,2374.2,1757.8,263.8,616.4,UPI,0,0,5
1975,571,1812,10,11,74,11,5,9172.0,5741.81,2293.0,3430.19,Cash,5,0,5
1976,478,848,98,3,35,18,3,6931.2,4551.82,364.8,2379.38,Card,0,0,5
1977,532,864,191,8,33,3,5,2584.0,1842.46,646.0,741.54,Card,8,0,4
1978,447,662,236,11,105,13,3,3323.7,2568.14,369.3,755.56,Cash,4,0,4
1979,734,1357,36,11,149,18,2,965.2,630.38,50.8,334.82,Card,2,0,1
1980,1045,414,134,7,86,9,3,4511.55,2914.24,237.45,1597.31,Card,4,0,3
1981,1059,287,118,5,67,8,2,503.2,316.09,88.8,187.11,Cash,0,0,3
1982,601,1542,8,6,17,14,4,2886.8,2025.73,1237.2,861.07,Online,3,0,2
1983,374,951,167,5,17,6,3,1505.7,998.76,645.3,506.94,Card,3,0,3
1984,427,860,213,11,44,2,3,5121.0,3030.51,1707.0,2090.49,Cash,6,0,5
1985,1071,803,61,8,43,20,3,7871.7,5256.49,414.3,2615.21,UPI,9,0,4
1986,613,547,257,4,117,20,2,5280.1,3434.62,277.9,1845.48,UPI,10,0,4
1987,898,188,240,10,70,1,4,10128.0,7144.45,0.0,2983.55,Card,10,0,2
1988,252,1827,223,5,96,11,1,2168.0,1394.92,542.0,773.08,UPI,6,0,3
1989,463,1901,139,5,90,6,4,4239.2,2348.02,1816.8,1891.18,Cash,0,0,2
1990,37,706,127,4,14,12,4,605.2,375.13,106.8,230.07,UPI,7,0,5
1991,900,1382,151,4,147,11,4,422.4,239.55,105.6,182.85,UPI,10,0,3
1992,31,387,72,7,6,8,1,2528.75,1863.39,446.25,665.36,Online,9,0,2
1993,679,292,187,7,75,13,2,1224.0,757.13,136.0,466.87,Cash,4,0,3
1994,1056,731,205,1,14,8,2,960.5,690.52,169.5,269.98,Card,9,0,3
1995,433,467,27,1,124,10,3,6178.5,4525.85,2059.5,1652.65,Card,0,1,4
1996,481,748,202,3,19,7,5,1834.0,1153.93,786.0,680.07,Online,0,0,3
1997,580,731,87,7,83,2,4,7977.0,5936.85,2659.0,2040.15,Card,5,1,4
1998,832,710,209,5,108,17,2,127.5,86.65,42.5,40.85,UPI,8,0,3
1999,198,1156,14,5,137,14,4,7532.0,4194.75,3228.0,3337.25,UPI,1,0,4
2000,383,1466,13,7,56,8,1,791.35,624.0,139.65,167.35,Card,1,1,3
2001,842,934,132,9,6,5,1,1528.2,1062.9,169.8,465.3,Card,9,0,5
2002,1088,1646,98,7,1,7,3,5107.2,3141.18,2188.8,1966.02,Card,0,0,2
2003,936,616,110,1,149,17,1,432.0,313.89,144.0,118.11,Online,6,0,2
2004,1081,1673,87,6,100,3,3,6381.6,4883.15,1595.4,1498.45,Cash,7,0,2
2005,535,1681,102,6,75,16,1,358.15,200.83,18.85,157.32,Card,5,0,4
2006,86,1944,221,8,8,8,1,782.0,489.67,138.0,292.33,Online,0,0,2
2007,141,1824,58,7,69,9,4,9397.4,5603.19,494.6,3794.21,Cash,2,0,3
2008,1082,853,255,5,94,7,5,8645.0,5342.19,3705.0,3302.81,UPI,0,1,4
2009,143,705,110,2,119,19,5,2736.0,1797.87,144.0,938.13,Cash,7,0,2
2010,665,1046,256,1,137,16,3,1618.8,985.38,85.2,633.42,Online,10,0,5
2011,4,654,235,10,32,13,1,1872.0,1030.68,208.0,841.32,Online,6,1,2
2012,212,455,226,2,112,10,1,179.25,117.62,59.75,61.63,UPI,7,1,5
2013,955,1917,18,7,114,15,3,2630.55,1641.83,138.45,988.72,Cash,10,0,5
2014,870,516,224,5,119,4,5,5283.0,3028.95,587.0,2254.05,Online,1,0,3
2015,723,1389,29,4,26,2,5,6371.25,4456.73,2123.75,1914.52,Online,4,0,3
2016,4,716,142,11,119,6,4,666.4,463.89,285.6,202.51,Cash,1,0,1
2017,524,1629,31,3,118,5,4,9208.8,7023.12,1023.2,2185.68,Cash,9,0,2
2018,618,598,56,3,9,13,3,1404.0,900.18,156.0,503.82,Card,2,1,5
2019,400,28,165,1,145,15,4,9059.2,5196.91,476.8,3862.29,Cash,5,1,5
2020,842,835,149,6,75,20,4,7045.2,5243.77,370.8,1801.43,UPI,0,0,1
2021,297,394,120,5,96,6,4,5009.2,3199.52,2146.8,1809.68,UPI,9,0,1
2022,114,1480,91,2,143,20,2,4423.2,3229.3,232.8,1193.9,Card,9,1,5
2023,263,1517,64,11,39,20,4,627.0,413.49,33.0,213.51,Online,1,0,3
2024,876,357,257,8,28,17,2,4168.5,2621.53,1389.5,1546.97,Online,8,0,5
2025,251,49,232,4,23,9,5,5567.0,3133.59,293.0,2433.41,Online,10,0,5
2026,751,1064,205,7,102,7,3,1186.5,837.1,508.5,349.4,Card,8,0,2
2027,100,360,101,2,13,10,3,5665.5,3132.3,1888.5,2533.2,Cash,9,0,3
2028,1064,1077,38,10,17,13,4,7275.6,4826.19,808.4,2449.41,UPI,4,0,5
2029,1076,1073,244,5,117,14,2,1484.0,1178.54,636.0,305.46,UPI,0,1,3
2030,573,418,118,5,31,12,2,503.2,317.88,88.8,185.32,Card,9,0,1
2031,37,1444,136,6,111,11,4,6883.2,4189.23,1720.8,2693.97,UPI,4,1,2
2032,813,1403,138,2,102,10,2,2646.0,1587.47,882.0,1058.53,Online,1,1,4
2033,748,1312,133,7,150,6,1,675.5,440.69,289.5,234.81,Cash,1,0,1
2034,1064,1924,137,5,118,14,4,7809.2,4852.85,3346.8,2956.35,Cash,3,0,3
2035,465,1067,94,3,110,8,5,10863.0,6250.52,1917.0,4612.48,UPI,5,0,5
2036,330,1259,147,9,1,1,5,2475.0,1412.36,0.0,1062.64,Cash,4,1,2
2037,1018,1712,55,7,41,3,2,104.0,82.16,26.0,21.84,Card,5,0,1
2038,609,1984,44,4,134,4,5,5287.5,4146.89,587.5,1140.61,Card,8,0,5
2039,867,190,176,1,74,12,1,1831.75,1192.38,323.25,639.37,Online,8,0,2
2040,4,908,213,11,31,14,1,1593.2,1264.69,682.8,328.51,Cash,5,0,3
2041,25,269,39,3,61,15,2,2551.7,1701.69,134.3,850.01,Card,2,1,4
2042,478,1665,113,8,127,5,4,2707.2,1964.92,300.8,742.28,Card,3,0,3
2043,341,1046,183,5,147,20,1,2512.75,1824.74,132.25,688.01,UPI,1,0,3
2044,1019,400,19,6,47,8,1,2084.2,1255.35,367.8,828.85,UPI,9,1,3
2045,770,1360,44,8,120,10,3,2643.75,2051.71,881.25,592.04,Cash,1,0,4
2046,210,263,19,7,3,12,3,6252.6,4735.27,1103.4,1517.33,Cash,0,0,2
2047,986,1865,150,11,31,14,2,3819.2,2544.59,1636.8,1274.61,Card,10,1,1
2048,1051,1980,38,5,16,8,3,5153.55,4099.73,909.45,1053.82,Cash,4,0,2
2049,1050,1467,146,5,111,6,3,3286.5,2242.32,1408.5,1044.18,Card,6,0,1
2050,673,1896,171,10,134,2,1,1257.75,911.56,419.25,346.19,Online,5,0,3
2051,715,585,124,4,69,1,2,3098.0,1854.58,0.0,1243.42,UPI,10,1,1
2052,180,1037,157,5,89,11,3,436.8,334.18,109.2,102.62,Cash,0,1,1
2053,378,697,15,11,8,13,4,5641.2,3584.52,626.8,2056.68,Card,2,0,1
2054,619,100,47,8,116,13,4,4503.6,3185.95,500.4,1317.65,Card,0,1,4
2055,518,1844,139,2,149,3,2,2422.4,1445.75,605.6,976.65,Online,8,0,4
2056,433,795,159,11,57,8,2,901.0,593.58,159.0,307.42,Online,8,0,5
2057,522,399,139,5,25,8,3,3860.7,2609.85,681.3,1250.85,UPI,3,0,4
2058,637,1715,137,3,116,13,3,7530.3,4710.93,836.7,2819.37,Online,1,0,5
2059,333,238,269,8,38,7,1,547.4,357.09,234.6,190.31,Online,0,0,2
2060,439,1895,6,8,50,16,3,5041.65,3848.3,265.35,1193.35,UPI,5,0,3
2061,800,1575,84,5,13,11,3,5296.8,4062.21,1324.2,1234.59,Online,7,0,2
2062,508,492,169,3,1,2,5,6146.25,4386.31,2048.75,1759.94,Card,3,1,2
2063,784,83,241,2,101,18,3,1900.95,1091.83,100.05,809.12,Cash,0,0,4
2064,225,530,235,11,53,9,1,1976.0,1154.04,104.0,821.96,Card,10,0,2
2065,569,1437,164,3,148,20,5,11908.25,6650.8,626.75,5257.45,Card,6,1,2
2066,1087,997,218,10,87,17,1,1118.25,867.82,372.75,250.43,Card,2,1,3
2067,348,176,74,7,33,6,1,1671.6,953.99,716.4,717.61,Card,4,0,3
2068,693,153,200,4,124,16,2,649.8,473.86,34.2,175.94,Online,2,0,2
2069,148,1929,40,7,25,19,4,10058.6,7067.68,529.4,2990.92,Card,7,0,2
2070,1022,205,117,5,10,20,1,1488.65,961.33,78.35,527.32,UPI,6,0,2
2071,135,1431,64,4,48,2,3,371.25,233.9,123.75,137.35,Card,8,0,3
2072,938,1414,38,9,145,7,2,2829.4,1832.02,1212.6,997.38,Online,0,1,5
2073,1062,841,196,5,21,13,1,1053.9,602.42,117.1,451.48,UPI,6,0,5
2074,55,175,35,1,145,6,5,6671.0,4536.91,2859.0,2134.09,Online,9,1,2
2075,423,807,249,5,71,7,2,3922.8,2897.39,1681.2,1025.41,Cash,1,1,3
2076,617,1123,177,7,94,17,4,6075.0,3460.59,2025.0,2614.41,UPI,6,1,2
2077,577,349,74,5,133,15,3,6805.8,4718.2,358.2,2087.6,Online,8,0,2
2078,716,1813,54,10,18,16,5,3562.5,2682.23,187.5,880.27,Card,3,0,3
2079,679,1780,217,2,119,11,5,7596.0,6025.44,1899.0,1570.56,Cash,7,1,4
2080,1045,1239,141,5,107,2,4,7050.0,5445.08,2350.0,1604.92,Online,5,0,1
2081,682,441,237,1,130,17,2,1725.0,1082.25,575.0,642.75,Card,1,0,5
2082,259,1974,91,10,34,10,5,8730.0,6237.96,2910.0,2492.04,Online,1,1,3
2083,936,151,164,5,58,20,4,9526.6,6824.52,501.4,2702.08,Cash,2,0,5
2084,399,540,264,2,114,4,3,3871.8,2632.84,430.2,1238.96,UPI,1,0,3
2085,332,698,199,10,44,10,1,521.25,357.92,173.75,163.33,UPI,0,0,1
2086,1052,509,91,5,143,1,3,6984.0,4499.03,0.0,2484.97,Cash,3,0,1
2087,967,95,202,8,23,14,1,366.8,234.36,157.2,132.44,Online,10,0,2
2088,259,1242,194,5,38,18,5,9224.5,5939.12,485.5,3285.38,Card,5,0,3
2089,583,1585,177,6,90,1,5,10125.0,6284.56,0.0,3840.44,Cash,7,1,1
2090,121,1339,102,2,7,13,5,1696.5,1343.64,188.5,352.86,Cash,6,0,5
2091,239,630,57,4,131,5,5,432.0,330.06,48.0,101.94,UPI,5,0,4
2092,489,1189,30,2,89,8,5,7548.0,5002.53,1332.0,2545.47,Cash,9,1,2
2093,256,1223,91,1,62,17,3,5238.0,3408.41,1746.0,1829.59,UPI,5,0,2
2094,472,1270,85,4,5,4,5,10359.0,7014.46,1151.0,3344.54,Card,9,1,3
2095,807,126,208,7,96,2,5,9082.5,7106.49,3027.5,1976.01,Online,1,0,2
2096,1060,1152,42,6,92,2,1,111.75,70.17,37.25,41.58,Cash,8,1,1
2097,139,1025,57,10,30,19,2,182.4,103.02,9.6,79.38,Cash,7,0,1
2098,567,487,181,10,1,1,4,8256.0,6151.29,0.0,2104.71,UPI,7,0,1
2099,250,482,260,6,62,8,1,1020.0,774.05,180.0,245.95,Card,5,1,2
2100,1021,580,41,7,125,4,5,4216.5,2499.57,468.5,1716.93,Online,9,0,4
2101,44,242,268,11,147,7,3,2268.0,1694.78,972.0,573.22,UPI,10,0,4
2102,598,505,194,1,14,2,3,4369.5,3383.43,1456.5,986.07,Online,3,0,1
2103,413,2000,194,4,147,7,4,5437.6,3199.42,2330.4,2238.18,UPI,7,0,3
2104,147,1073,137,11,81,20,3,7948.65,4557.46,418.35,3391.19,Card,10,0,3
2105,610,775,180,8,2,12,5,824.5,601.28,145.5,223.22,Cash,3,1,3
2106,691,1965,172,1,99,10,1,1788.75,1026.33,596.25,762.42,Online,7,0,5
2107,19,1294,177,1,36,4,5,9112.5,5936.76,1012.5,3175.74,Card,1,0,5
2108,123,1082,73,3,70,17,3,5611.5,3260.91,1870.5,2350.59,UPI,1,0,4
2109,899,1210,198,9,111,8,2,396.1,295.88,69.9,100.22,UPI,5,1,4
2110,134,1073,71,10,37,9,5,10222.0,7336.45,538.0,2885.55,UPI,0,1,5
2111,256,1417,11,4,100,17,2,4078.5,2445.85,1359.5,1632.65,Cash,1,0,4
2112,633,1373,72,6,104,17,2,4462.5,3077.38,1487.5,1385.12,UPI,2,0,5
2113,643,796,109,11,61,19,2,1977.9,1495.4,104.1,482.5,UPI,2,0,5
2114,136,1593,108,3,77,1,4,11408.0,7614.07,0.0,3793.93,Card,5,0,1
2115,687,1558,242,7,42,15,2,3944.4,2597.09,207.6,1347.31,Card,2,1,1
2116,338,1463,106,4,41,17,5,2475.0,1681.44,825.0,793.56,Online,0,0,5
2117,204,820,117,1,45,20,2,2977.3,2076.6,156.7,900.7,UPI,4,0,2
2118,337,1785,199,9,123,12,2,1181.5,671.84,208.5,509.66,UPI,3,0,4
2119,1066,1575,105,10,126,1,2,2332.0,1651.78,0.0,680.22,Online,5,0,4
2120,689,464,148,1,117,6,3,2587.2,1615.14,1108.8,972.06,Cash,9,0,4
2121,453,642,238,1,76,1,1,2041.0,1158.54,0.0,882.46,Card,7,0,4
2122,381,1991,26,6,18,13,1,1384.2,1072.79,153.8,311.41,Cash,0,0,1
2123,1019,1045,87,2,122,11,2,4254.4,2805.68,1063.6,1448.72,Online,1,0,5
2124,170,913,13,10,29,19,5,4422.25,3119.08,232.75,1303.17,Card,7,0,2
2125,324,1805,209,11,119,20,5,403.75,250.97,21.25,152.78,UPI,6,0,3
2126,986,496,236,10,55,4,3,3323.7,1992.25,369.3,1331.45,Online,0,0,3
2127,491,574,228,8,54,1,2,2812.0,1860.44,0.0,951.56,UPI,4,0,5
2128,68,861,249,7,61,3,4,8966.4,6358.93,2241.6,2607.47,Online,0,0,1
2129,297,967,97,11,14,16,5,9595.0,5885.34,505.0,3709.66,Card,1,1,3
2130,262,1319,176,2,2,20,4,8189.0,5550.76,431.0,2638.24,Card,0,0,5
2131,180,1592,75,2,35,5,2,4296.6,3267.84,477.4,1028.76,Cash,8,0,4
2132,1070,553,6,8,16,17,3,3980.25,2930.34,1326.75,1049.91,Cash,3,1,2
2133,818,1374,85,11,6,13,4,8287.2,5167.57,920.8,3119.63,Card,5,0,3
2134,698,601,255,10,33,15,2,4693.0,3133.71,247.0,1559.29,Cash,2,0,5
2135,708,1481,22,6,102,3,2,1724.8,953.91,431.2,770.89,UPI,2,1,4
2136,36,604,186,1,49,8,1,392.7,258.67,69.3,134.03,Card,2,0,4
2137,778,292,58,2,58,17,5,9273.75,6472.96,3091.25,2800.79,Online,1,1,1
2138,646,1998,30,8,76,13,4,6393.6,4861.39,710.4,1532.21,Cash,4,0,5
2139,228,1561,3,9,20,20,5,2308.5,1569.74,121.5,738.76,UPI,5,0,4
2140,209,1168,54,9,59,18,1,712.5,437.74,37.5,274.76,Cash,0,0,1
2141,947,193,96,11,96,7,2,2165.8,1642.28,928.2,523.52,Cash,6,0,1
2142,616,938,71,3,143,12,5,9146.0,5716.88,1614.0,3429.12,Card,7,0,4
2143,858,1033,264,10,62,10,4,4302.0,2887.93,1434.0,1414.07,UPI,6,1,4
2144,61,212,44,8,125,7,2,1645.0,1297.59,705.0,347.41,Online,3,1,4
